-3.60E+03	-8.98E+02
-3.46E+03	-3.48E+03
-3.42E+03	-3.48E+03
-3.38E+03	-3.44E+03
-3.41E+03	-3.42E+03
-3.46E+03	-3.41E+03
-3.42E+03	-3.37E+03
-1.65E+03	-6.21E+03
-1.70E+03	-6.19E+03
-1.65E+03	-6.16E+03
3.35E+04	1.49E+04
-7.06E+03	-4.32E+03
-7.03E+03	-4.28E+03
-6.99E+03	-4.28E+03
-7.07E+03	-4.26E+03
-7.03E+03	-4.22E+03
-2.91E+03	-2.64E+04
-3.91E+03	-3.36E+04
-3.97E+03	-3.36E+04
-3.87E+03	-3.36E+04
-1.39E+03	-1.09E+03
-4.88E+02	-5.43E+02
2.76E+02	-3.50E+02
-1.91E+02	5.76E+02
-6.01E+01	2.14E+02
6.17E+01	2.99E+02
1.67E+02	1.70E+01
1.13E+02	1.97E+02
1.51E+02	-2.35E+02
-5.26E+01	-1.21E+02
2.27E+02	-2.26E+02
-3.31E+02	6.32E+01
1.95E+02	-5.64E+01
-8.70E+01	-7.48E+01
2.77E+02	1.09E+02
3.69E+01	1.65E+02
-3.38E+02	-3.12E+02
-4.48E+01	1.56E+01
1.08E+02	2.53E+02
2.27E+02	-1.72E+01
2.51E+02	-1.50E+02
1.27E+02	1.14E+02
-3.85E+02	2.72E+02
-1.71E+02	-8.76E+01
2.57E+02	7.20E+01
-1.44E+02	-1.69E+02
-1.67E+02	2.36E+02
1.95E+02	1.14E+02
-3.49E+02	1.62E+02
-1.98E+02	4.09E+02
-2.09E+02	4.37E+00
-2.62E+02	-9.41E+01
1.12E+02	-8.50E+01
7.09E+01	1.27E+02
7.25E+01	1.92E+02
6.25E+01	-2.82E+02
-1.03E+02	-1.40E+02
2.39E+02	-3.78E+02
-1.88E+01	6.99E+01
-1.92E+02	-3.96E+02
1.94E+02	-2.94E+02
1.61E+02	-8.78E+01
7.67E+01	-6.03E+01
1.03E+02	4.19E+02
