2313.064172	938.0429834
3670.465784	866.4782007
3634.334096	430.3877714
3276.769284	1473.134854
3186.432526	1029.07612
2994.48853	1006.954745
2772.409436	853.9959075
3210.63172	831.9190807
-3536.56915	9150.092757
-16853.37375	3923.013523
4898.613185	1370.062141
-76027.08721	43864.06309
15562.62196	16617.88994
15008.35356	10900.00079
-7383.287933	8790.102934
-11884.46213	7182.164805
13498.3274	2483.171698
1680.316493	2212.536777
2677.94483	2079.164323
5124.835278	2028.48963
3197.244766	1787.84423
2863.742132	1617.733185
2825.462761	1352.068048
3122.057027	1314.174912
2254.259807	1307.739035
2925.826455	1155.002328
3259.363012	1101.904312
2681.664794	1089.866897
5016.353868	3939.824215
3945.258542	1039.469059
3111.234895	997.8291765
3193.922013	988.2689856
1002.159813	2054.61353
236.923081	1658.917038
2927.671518	964.394119
3312.181849	948.4262162
3259.006399	905.3090186
2952.056693	904.3997871
4591.421093	900.3869649
3145.81947	862.4310593
3113.194615	850.6869703
3156.739794	825.060307
2553.861614	819.4545994
3323.92992	770.1228308
3108.974429	701.6615125
3485.649495	690.346742
2758.836247	601.7406849
4257.285638	594.265827
3708.668897	-1946.751327
2542.760512	547.0178015
3246.896512	524.3188482
3215.22586	304.6691441
2419.485823	262.5204846
2789.332292	204.2172445
3464.611344	96.6859279
2191.777258	10.97572293
2289.769546	-431.1356206
2542.764834	-932.2735624
-1857.372317	-1688.135292
1378.921384	-13082.7364
4751.57168	-16017.27406
11060.19964	-17526.41516
5300.872332	3012.266238
3144.035544	986.7313373
